Train_No,Origin_Code,Origin_Station,Destination_Code,Destination_Station,Total_Distance,Total_Stations,Number_of_Stops,Departure_Minutes,Arrival_Minutes,Journey_Duration_Minutes,Journey_Duration_Hours
38827,HWH,HOWRAH JN.,MDN,MIDNAPORE,128.0,24,22,1115,1290,175,2.92
38828,MDN,MIDNAPORE,HWH,HOWRAH JN.,128.0,36,34,1150,1347,197,3.28
38829,HWH,HOWRAH JN.,MDN,MIDNAPORE,128.0,26,24,1175,1352,177,2.95
38830,MDN,MIDNAPORE,HWH,HOWRAH JN.,128.0,36,34,1252,5,193,3.22
38831,HWH,HOWRAH JN.,MDN,MIDNAPORE,128.0,34,32,1210,1405,195,3.25
38832,MDN,MIDNAPORE,KGP,KHARAGPUR,12.0,4,2,1345,1375,30,0.5
38902,AMZ,AMTA,SRC,SANTRAGACHI,44.0,17,15,240,315,75,1.25
38905,HWH,HOWRAH JN.,AMZ,AMTA,51.0,21,19,375,475,100,1.67
38908,AMZ,AMTA,HWH,HOWRAH JN.,49.0,21,19,485,580,95,1.58
38909,HWH,HOWRAH JN.,AMZ,AMTA,51.0,21,19,635,735,100,1.67
38923,HWH,HOWRAH JN.,AMZ,AMTA,51.0,21,19,1302,1398,96,1.6
38924,AMZ,AMTA,HWH,HOWRAH JN.,49.0,21,19,1270,1363,93,1.55
40001,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,260,315,55,0.92
40002,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,240,295,55,0.92
40003,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,380,435,55,0.92
40004,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,260,315,55,0.92
40005,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,6,4,435,490,55,0.92
40006,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,275,330,55,0.92
40007,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,442,497,55,0.92
40008,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,315,370,55,0.92
40009,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,450,505,55,0.92
40010,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,360,415,55,0.92
40011,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,466,521,55,0.92
40012,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,380,435,55,0.92
40013,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,473,528,55,0.92
40014,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,390,445,55,0.92
40015,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,480,535,55,0.92
40016,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,398,453,55,0.92
40017,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,490,545,55,0.92
40018,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,412,467,55,0.92
40019,MSB,CHENNAI BEAC,PV,PALLAVARAM,23.0,15,13,497,537,40,0.67
40020,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,420,475,55,0.92
40021,MSB,CHENNAI BEAC,STM,ST. THOMAS M,17.0,3,1,512,538,26,0.43
40022,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,430,485,55,0.92
40023,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,520,575,55,0.92
40025,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,527,582,55,0.92
40026,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,464,519,55,0.92
40027,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,542,597,55,0.92
40028,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,476,531,55,0.92
40029,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,548,603,55,0.92
40030,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,486,541,55,0.92
40031,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,554,609,55,0.92
40032,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,495,550,55,0.92
40033,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,560,615,55,0.92
40034,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,504,559,55,0.92
40035,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,566,621,55,0.92
40036,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,510,565,55,0.92
40037,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,572,627,55,0.92
40038,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,518,573,55,0.92
40039,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,584,639,55,0.92
40040,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,527,582,55,0.92
40041,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,596,651,55,0.92
40042,STM,ST. THOMAS M,MSB,CHENNAI BEAC,17.0,2,0,550,585,35,0.58
40043,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,602,657,55,0.92
40044,PV,PALLAVARAM,MSB,CHENNAI BEAC,23.0,2,0,543,587,44,0.73
40045,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,608,663,55,0.92
40046,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,536,591,55,0.92
40047,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,620,675,55,0.92
40048,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,545,600,55,0.92
40049,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,626,681,55,0.92
40050,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,555,610,55,0.92
40051,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,632,687,55,0.92
40052,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,580,635,55,0.92
40053,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,638,693,55,0.92
40054,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,590,645,55,0.92
40055,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,644,699,55,0.92
40056,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,602,657,55,0.92
40057,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,650,705,55,0.92
40058,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,610,665,55,0.92
40059,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,656,711,55,0.92
40060,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,620,675,55,0.92
40061,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,670,725,55,0.92
40062,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,628,683,55,0.92
40063,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,680,735,55,0.92
40064,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,645,700,55,0.92
40065,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,690,745,55,0.92
40066,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,670,725,55,0.92
40067,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,697,752,55,0.92
40068,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,680,735,55,0.92
40069,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,705,760,55,0.92
40070,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,690,745,55,0.92
40071,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,730,785,55,0.92
40072,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,18,16,718,773,55,0.92
40073,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,740,795,55,0.92
40074,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,732,787,55,0.92
40075,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,763,818,55,0.92
40076,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,767,822,55,0.92
40077,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,776,831,55,0.92
40078,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,797,852,55,0.92
40079,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,802,857,55,0.92
40080,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,812,867,55,0.92
40081,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,841,896,55,0.92
40082,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,842,897,55,0.92
40083,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,863,918,55,0.92
40084,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,855,910,55,0.92
40085,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,872,927,55,0.92
40086,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,865,920,55,0.92
40087,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,902,957,55,0.92
40088,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,885,940,55,0.92
40089,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,915,970,55,0.92
40090,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,895,950,55,0.92
40091,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,945,1000,55,0.92
40092,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,905,960,55,0.92
40093,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,955,1010,55,0.92
40094,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,923,978,55,0.92
40095,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,965,1020,55,0.92
40096,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,932,987,55,0.92
40097,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,983,1038,55,0.92
40098,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,938,993,55,0.92
40099,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1000,1055,55,0.92
40100,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,950,1005,55,0.92
40101,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1020,1075,55,0.92
40102,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,968,1023,55,0.92
40103,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1030,1085,55,0.92
40104,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,978,1033,55,0.92
40105,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1050,1105,55,0.92
40106,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,996,1051,55,0.92
40107,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1065,1120,55,0.92
40108,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1003,1058,55,0.92
40109,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1073,1128,55,0.92
40110,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1010,1065,55,0.92
40111,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1080,1135,55,0.92
40112,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1017,1072,55,0.92
40113,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1100,1155,55,0.92
40114,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1024,1079,55,0.92
40115,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1107,1162,55,0.92
40116,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1031,1086,55,0.92
40117,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1128,1183,55,0.92
40118,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1038,1093,55,0.92
40119,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1135,1190,55,0.92
40120,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1052,1107,55,0.92
40121,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1142,1197,55,0.92
40122,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1059,1114,55,0.92
40123,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1156,1211,55,0.92
40124,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1073,1128,55,0.92
40125,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1164,1219,55,0.92
40126,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1080,1135,55,0.92
40127,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1180,1235,55,0.92
40128,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1088,1143,55,0.92
40129,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1188,1243,55,0.92
40130,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1105,1160,55,0.92
40131,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1204,1259,55,0.92
40132,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1115,1170,55,0.92
40133,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1212,1267,55,0.92
40134,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1125,1180,55,0.92
40135,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1228,1283,55,0.92
40136,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1143,1198,55,0.92
40137,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1236,1291,55,0.92
40138,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,6,4,1151,1206,55,0.92
40139,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1244,1299,55,0.92
40140,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,6,4,1167,1222,55,0.92
40141,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1260,1315,55,0.92
40142,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,6,4,1183,1238,55,0.92
40143,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1270,1325,55,0.92
40144,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1200,1255,55,0.92
40145,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1290,1345,55,0.92
40146,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1220,1275,55,0.92
40147,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1325,1380,55,0.92
40148,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1230,1285,55,0.92
40150,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1280,1335,55,0.92
40151,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1345,1400,55,0.92
40152,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,6,4,1295,1350,55,0.92
40153,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1385,0,55,0.92
40154,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1345,1400,55,0.92
40155,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1410,25,55,0.92
40156,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1365,1420,55,0.92
40157,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1439,54,55,0.92
40158,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1410,25,55,0.92
40301,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,255,310,55,0.92
40302,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,240,295,55,0.92
40303,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,340,395,55,0.92
40304,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,260,315,55,0.92
40305,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,375,430,55,0.92
40306,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,275,330,55,0.92
40307,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,415,470,55,0.92
40308,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,315,370,55,0.92
40309,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,435,490,55,0.92
40310,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,360,415,55,0.92
40311,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,445,500,55,0.92
40312,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,6,4,390,445,55,0.92
40313,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,470,525,55,0.92
40314,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,420,475,55,0.92
40315,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,480,535,55,0.92
40316,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,450,505,55,0.92
40317,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,495,550,55,0.92
40318,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,490,545,55,0.92
40319,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,518,573,55,0.92
40320,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,530,585,55,0.92
40321,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,530,585,55,0.92
40322,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,560,615,55,0.92
40323,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,552,607,55,0.92
40324,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,6,4,575,630,55,0.92
40325,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,565,620,55,0.92
40326,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,590,645,55,0.92
40327,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,582,637,55,0.92
40328,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,600,655,55,0.92
40329,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,600,655,55,0.92
40330,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,610,665,55,0.92
40331,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,620,675,55,0.92
40332,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,620,675,55,0.92
40333,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,630,685,55,0.92
40334,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,640,695,55,0.92
40335,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,640,695,55,0.92
40336,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,650,705,55,0.92
40337,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,645,700,55,0.92
40338,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,660,715,55,0.92
40339,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,650,705,55,0.92
40340,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,670,725,55,0.92
40341,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,670,725,55,0.92
40342,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,680,735,55,0.92
40343,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,680,735,55,0.92
40344,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,6,4,690,745,55,0.92
40345,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,690,745,55,0.92
40346,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,710,765,55,0.92
40347,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,700,755,55,0.92
40348,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,720,775,55,0.92
40349,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,710,765,55,0.92
40350,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,730,785,55,0.92
40351,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,730,785,55,0.92
40352,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,750,805,55,0.92
40353,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,740,795,55,0.92
40354,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,770,825,55,0.92
40355,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,760,815,55,0.92
40356,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,795,850,55,0.92
40357,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,770,825,55,0.92
40358,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,810,865,55,0.92
40359,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,780,835,55,0.92
40360,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,840,895,55,0.92
40361,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,840,895,55,0.92
40362,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,855,910,55,0.92
40363,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,870,925,55,0.92
40364,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,870,925,55,0.92
40365,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,900,955,55,0.92
40366,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,900,955,55,0.92
40367,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,915,970,55,0.92
40368,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,920,975,55,0.92
40369,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,930,985,55,0.92
40370,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,930,985,55,0.92
40371,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,950,1005,55,0.92
40372,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,6,4,950,1005,55,0.92
40373,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,960,1015,55,0.92
40374,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,970,1025,55,0.92
40375,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,980,1035,55,0.92
40376,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,980,1035,55,0.92
40377,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,990,1045,55,0.92
40378,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1000,1055,55,0.92
40379,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1000,1055,55,0.92
40380,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1010,1065,55,0.92
40381,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1020,1075,55,0.92
40382,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1020,1075,55,0.92
40383,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1030,1085,55,0.92
40384,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1030,1085,55,0.92
40385,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1050,1105,55,0.92
40386,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1040,1095,55,0.92
40387,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1070,1125,55,0.92
40388,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1060,1115,55,0.92
40389,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1100,1155,55,0.92
40390,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1080,1135,55,0.92
40391,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1120,1175,55,0.92
40392,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1100,1155,55,0.92
40393,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1140,1195,55,0.92
40394,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1110,1165,55,0.92
40395,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1160,1215,55,0.92
40396,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1120,1175,55,0.92
40397,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1170,1225,55,0.92
40398,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1130,1185,55,0.92
40399,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1190,1245,55,0.92
40400,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1147,1202,55,0.92
40401,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1200,1255,55,0.92
40402,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1160,1215,55,0.92
40403,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1215,1270,55,0.92
40404,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1180,1235,55,0.92
40405,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1230,1285,55,0.92
40406,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1190,1245,55,0.92
40407,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1240,1295,55,0.92
40408,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1200,1255,55,0.92
40409,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1260,1315,55,0.92
40410,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1220,1275,55,0.92
40411,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1275,1330,55,0.92
40412,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1230,1285,55,0.92
40413,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1320,1375,55,0.92
40414,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1250,1305,55,0.92
40415,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1335,1390,55,0.92
40416,TBM,TAMBARAM,MSB,CHENNAI BEAC,29.0,2,0,1260,1315,55,0.92
40417,MSB,CHENNAI BEAC,TBM,TAMBARAM,29.0,18,16,1350,1405,55,0.92
